name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
pittsburgh,2024-04-01T00:00:00,10.9,10.9,5.7,70.38,0,0,,0,0,13,8,55,1012.5,90.7,15.4,0,0,0,10,Overcast,cloudy,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T01:00:00,10.3,10.3,5.7,72.98,0,0,,0,0,14.8,7.3,60,1011.9,90.7,16,0,0,0,10,Overcast,cloudy,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T02:00:00,10.3,10.3,5.7,72.83,0,0,,0,0,14.8,7.5,69,1010.8,100,16,0,0,0,10,Overcast,cloudy,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T03:00:00,9.8,9.8,6.2,77.77,0,0,rain,0,0,16.6,0.3,3,1011,100,12.9,0,0,0,10,Overcast,cloudy,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T04:00:00,8.7,7.9,7.5,92.05,4.042,100,rain,0,0,20.5,6.4,12,1010.8,100,6.3,0,0,0,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T05:00:00,8.7,7.4,7.6,92.97,5.447,100,rain,0,0,22.3,8.7,13,1010.6,100,3.2,0,0,0,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T06:00:00,8.7,7.6,7.6,92.97,2.327,100,rain,0,0,20.5,7.7,74,1010,100,6,0,0,0,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T07:00:00,8.9,8,8.2,95.39,1.051,100,rain,0,0,20.5,6.8,358,1010.9,100,2.5,0,0,0,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T08:00:00,8.9,7.6,7.8,93.12,0.669,100,rain,0,0,18.4,8.5,9,1011.6,100,1.1,30,0.1,0,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T09:00:00,8.9,7.9,8.2,95.4,0.91,100,rain,0,0,16.6,7.5,27,1012.4,100,2.4,29,0.1,0,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T10:00:00,9.9,9.9,8.9,93.3,0.454,100,rain,0,0,16.6,3.8,85,1011.6,100,9.1,53,0.2,1,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T11:00:00,10.7,10.7,9.4,91.47,0.873,100,rain,0,0,11.2,8.7,141,1011.6,99.2,8.8,169,0.6,2,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T12:00:00,11.8,11.8,10.4,91.44,0.05,100,rain,0,0,14.8,12.8,354,1012,100,7.7,257,0.9,3,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T13:00:00,14.5,14.5,11,79.32,0.063,100,rain,0,0,13,4.3,356,1011.7,91.5,14.6,550,2,6,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T14:00:00,16,16,10.5,69.86,0.082,100,rain,0,0,11.2,11,354,1012,91.5,16,473,1.7,5,10,"Rain, Overcast",rain,"KBTP,KAGC,KPIT,0561W"
pittsburgh,2024-04-01T15:00:00,13.9,13.9,10,77.33,0,1,,0,0,9.4,9.4,360,1012,94,16.3,506,1.8,5,10,Overcast,cloudy,
pittsburgh,2024-04-01T16:00:00,13.9,13.9,10,77.33,0,1,,0,0,7.6,9.4,360,1011,95,16.3,430,1.5,4,10,Overcast,cloudy,
pittsburgh,2024-04-01T17:00:00,14.5,14.5,10,74.39,0,1,,0,0,7.6,7.6,20,1011,95,16.3,372,1.3,4,10,Overcast,cloudy,
pittsburgh,2024-04-01T18:00:00,14.5,14.5,10.6,77.43,0,1,,0,0,13,9.4,40,1012,57,16.3,213,0.8,2,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-01T19:00:00,13.9,13.9,10.6,80.49,0,1,,0,0,14.8,9.4,50,1013,74,16.3,100,0.4,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-01T20:00:00,13.4,13.4,10.6,83.15,0,4,,0,0,18.4,11.2,40,1013,90,16.3,44,0.2,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-01T21:00:00,12.3,12.3,10.6,89.36,0,14,,0,0,20.5,14.8,60,1012,89,12.7,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-01T22:00:00,11.7,11.7,10.6,92.96,0,44,rain,0,0,22.3,14.8,80,1010,92,11.2,0,0,0,10,Overcast,cloudy,
pittsburgh,2024-04-01T23:00:00,11.7,11.7,10.6,92.96,0,72,rain,0,0,24.1,16.6,90,1010,88,9.5,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T00:00:00,11.7,11.7,10.6,92.96,0.8,87,rain,0,0,22.3,14.8,80,1009,90,4.8,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T01:00:00,11.7,11.7,10.6,92.96,2.5,71,rain,0,0,20.5,14.8,90,1007,90,3.2,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T02:00:00,11.7,11.7,11.2,96.75,3.4,75,rain,0,0,22.3,14.8,110,1008,91,3.3,0,0,0,10,"Rain, Overcast",rain,
pittsburgh,2024-04-02T03:00:00,11.7,11.7,11.2,96.75,0.5,85,rain,0,0,20.5,13,100,1008,92,0.8,0,0,0,10,"Rain, Overcast",rain,
pittsburgh,2024-04-02T04:00:00,11.7,11.7,11.2,96.75,0.5,96,rain,0,0,18.4,13,120,1008,89,1.2,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T05:00:00,11.7,11.7,11.2,96.75,1.3,88,rain,0,0,18.4,13,120,1007,91,0.8,0,0,0,10,"Rain, Overcast",rain,
pittsburgh,2024-04-02T06:00:00,12.3,12.3,11.2,93,0.5,93,rain,0,0,18.4,13,110,1006,90,2.6,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T07:00:00,12.3,12.3,11.2,93,0.8,97,rain,0,0,18.4,11.2,110,1005,88,1.8,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T08:00:00,12.3,12.3,11.2,93,6.6,95,rain,0,0,22.3,14.8,110,1004,91,1.8,12,0,0,10,"Rain, Overcast",rain,
pittsburgh,2024-04-02T09:00:00,12.8,12.8,11.7,93.02,1.3,100,rain,0,0,24.1,16.6,120,1004,86,1.9,57,0.2,1,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T10:00:00,12.8,12.8,12.3,96.77,3,95,rain,0,0,29.5,18.4,130,1002,89,2.6,53,0.2,1,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T11:00:00,13.4,13.4,12.8,96.16,2.5,83,rain,0,0,29.5,20.5,120,1002,92,2.6,77,0.3,1,10,"Rain, Overcast",rain,
pittsburgh,2024-04-02T12:00:00,14.5,14.5,12.8,89.53,2.8,74,rain,0,0,33.5,22.3,140,1001,91,3.2,165,0.6,2,10,"Rain, Overcast",rain,
pittsburgh,2024-04-02T13:00:00,15.6,15.6,13.4,86.75,1,59,rain,0,0,31.3,22.3,170,1001,85,4.7,273,1,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T14:00:00,16.2,16.2,13.9,86.25,12.4,46,rain,0,0,31.3,22.3,190,1001,91,6.3,206,0.7,2,10,"Rain, Overcast",rain,
pittsburgh,2024-04-02T15:00:00,16.7,16.7,13.9,83.54,0.5,45,rain,0,0,29.5,20.5,190,1001,89,7.9,121,0.4,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-02T16:00:00,17.8,17.8,14.5,81.02,0.3,41,rain,0,0,33.5,22.3,200,1001,89,7.9,115,0.4,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-02T17:00:00,17.8,17.8,14.5,81.02,0.3,38,rain,0,0,35.3,22.3,200,999,89,6.3,104,0.4,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-02T18:00:00,17.8,17.8,14.5,81.02,0.5,43,rain,0,0,31.3,22.3,190,999,88,6.3,74,0.3,1,30,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-02T19:00:00,17.8,17.8,14.5,81.02,2.3,40,rain,0,0,33.5,22.3,180,998,86,6.3,49,0.2,0,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-02T20:00:00,17.3,17.3,14.5,83.61,6.5,96,rain,0,0,35.3,24.1,180,997,77,6.3,23,0.1,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T21:00:00,16.2,16.2,14.5,89.66,0,96,rain,0,0,38.9,25.9,160,997,57,8.8,15,0.1,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T22:00:00,16.2,16.2,13.9,86.25,0,96,rain,0,0,40.7,27.7,170,996,62,11.2,8,0,0,3,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-02T23:00:00,15.6,15.6,13.9,89.62,1.5,96,rain,0,0,42.5,27.7,170,996,67,13.7,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T00:00:00,15,15,13.4,90.16,0,96,rain,0,0,44.3,27.7,170,996,72,14.6,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T01:00:00,14.8,14.8,13.1,89.56,0,87,rain,0,0,45.4,28.8,165,995,76.5,15.4,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T02:00:00,14.5,14.5,12.8,89.53,18.4,87,rain,0,0,46.4,29.5,160,994,81,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T03:00:00,13.6,13.6,12.3,91.85,0,87,rain,0,0,42.8,27,156.7,994,83,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T04:00:00,12.6,12.6,11.7,94.25,0,87,rain,0,0,38.9,24.8,153.3,993,85,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T05:00:00,11.7,11.7,11.2,96.75,0.8,87,rain,0,0,35.3,22.3,150,993,87,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T06:00:00,11.3,11.3,10.6,95.46,0,90,rain,0,0,33.8,22.3,146.7,991,88,16.3,2,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T07:00:00,11,11,10.1,94.18,0,90,rain,0,0,32.8,22.3,143.3,992,89,16.3,4,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T08:00:00,10.6,10.6,9.5,92.91,2.4,90,rain,0,0,31.3,22.3,140,991,90,16.3,6,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T09:00:00,10.8,10.8,9.3,90.45,0,90,rain,0,0,30.6,21.6,156.7,990,88,13.2,34,0.1,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T10:00:00,11,11,9.1,88.06,0,90,rain,0,0,30.2,21.2,173.3,989,86,10,63,0.2,1,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T11:00:00,11.2,11.2,8.9,85.74,0.8,90,rain,0,0,29.5,20.5,190,988,84,6.9,91,0.3,1,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T12:00:00,11,11,8.4,83.99,0,73,rain,0,0,30.2,20.5,203.3,988,84,6.5,92,0.3,1,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T13:00:00,10.8,10.8,7.8,81.72,0,73,rain,0,0,30.6,20.5,216.7,988,84,6.2,92,0.3,1,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T14:00:00,10.6,10.6,7.3,80.03,1.7,73,rain,0,0,31.3,20.5,230,986,84,5.8,93,0.3,1,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T15:00:00,10.2,10.2,6.2,76.22,0,73,rain,0,0,34.6,23,236.7,992,81.7,7.8,190,0.7,2,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T16:00:00,9.9,6.7,5,71.56,0,73,rain,0,0,37.4,25.2,243.3,992,79.3,9.8,287,1,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T17:00:00,9.5,6,3.9,68.06,0.5,73,rain,0,0,40.7,27.7,250,992,77,11.8,384,1.4,4,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T18:00:00,8.8,5.3,3.4,68.88,0,63,rain,0,0,37.4,25.2,250,992,72.7,13.3,339,1.2,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T19:00:00,8,4.5,2.8,69.69,0,63,rain,0,0,34.6,23,250,992,68.3,14.8,293,1.1,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T20:00:00,7.3,3.9,2.3,70.55,1.4,63,rain,0,0,31.3,20.5,250,992,64,16.3,248,0.9,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T21:00:00,6.6,3,1.8,71.42,0,75,rain,0,0,29.9,20.2,246.7,992,64,16.3,165,0.6,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T22:00:00,5.9,2.3,1.7,74.42,0,75,rain,0,0,28.1,18.7,243.3,992,63,16.3,83,0.3,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-03T23:00:00,5.1,1.5,1.7,78.67,0.3,75,rain,0,0,26.3,17.3,240,992,62,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T00:00:00,4.6,0.8,1.7,81.46,0,75,rain,0,0,26.6,17.6,236.7,992,65.3,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T01:00:00,4.2,0.2,1.6,83.18,0,75,rain,0,0,27,18.4,233.3,992,68.7,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T02:00:00,3.7,-0.5,1.6,86.15,0.2,75,snow,0,0,27.4,18.7,230,992,72,16.3,0,0,0,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T03:00:00,3.4,-0.8,1.4,86.74,0,77,snow,0,0,27.4,18.7,233.3,992,72.7,16.3,0,0,0,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T04:00:00,3.1,-1.2,1.3,87.96,0,77,snow,0,0,27.4,18.7,236.7,992,73.3,16.3,0,0,0,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T05:00:00,2.8,-1.6,1.1,88.57,0.3,77,rain,0,0,27.4,18.7,240,992,74,16.3,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T06:00:00,2.7,-1.7,1.1,89.2,0,77,rain,0,0,27.4,18.7,243.3,992,74.3,16.3,1,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T07:00:00,2.5,-2,1,89.83,0,77,snow,0,0,27.7,18.7,246.7,992,74.7,16.3,1,0,0,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T08:00:00,2.4,-2.1,1,90.47,0.1,77,snow,0,0,27.7,18.7,250,992,75,16.3,2,0,0,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T09:00:00,3.1,-1.3,1.2,87.33,0,90,snow,0,0,29.2,19.1,253.3,993,76.7,12.8,57,0.2,1,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T10:00:00,3.9,-0.3,1.3,83.14,0,90,snow,0,0,30.2,19.8,256.7,993,78.3,9.4,113,0.4,1,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T11:00:00,4.6,0.5,1.5,80.3,0.3,90,snow,0,0,31.7,20.2,260,994,80,5.9,168,0.6,2,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T12:00:00,5.1,1,1.4,77,0,90,snow,0,0,33.8,21.6,266.7,995,79.3,9.4,212,0.8,2,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-04T13:00:00,5.7,1.6,1.3,73.33,0,90,rain,0,0,36,23,273.3,995,78.7,12.8,257,0.9,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T14:00:00,6.2,2.1,1.2,70.33,0.2,90,rain,0,0,38.2,24.5,280,996,78,16.3,301,1.1,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T15:00:00,6.5,2.3,1,67.91,0,85,rain,0,0,39.6,25.9,283.3,996,79,23.7,313,1.1,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T16:00:00,6.8,2.6,0.7,65.1,0,85,rain,0,0,41.4,27.4,286.7,997,80,17,324,1.2,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T17:00:00,7.1,2.8,0.5,62.86,0.3,85,rain,0,0,42.8,28.8,290,997,81,17.7,336,1.2,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T18:00:00,6.4,2,0.6,66.43,0,85,rain,0,0,42.1,28.4,293.3,998,80,21.3,298,1.1,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T19:00:00,5.7,1.1,0.7,70.23,0,85,rain,0,0,41,27.7,296.7,1000,79,8.7,261,0.9,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T20:00:00,5,0.2,0.8,74.26,0,85,rain,0,0,40.3,27.4,300,1001,78,24.1,223,0.8,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T21:00:00,4.4,-0.4,0.6,76.33,0,60,rain,0,0,37.8,25.6,300,1003,75.7,24.1,149,0.5,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T22:00:00,3.7,-1,0.5,79.6,0,60,rain,0,0,35.6,23.4,300,1004,73.3,24.1,74,0.3,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-04T23:00:00,3.1,-1.6,0.3,81.85,0,60,rain,0,0,33.1,21.6,300,1005,71,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-05T00:00:00,2.9,-1.8,0.2,82.41,0,60,rain,0,0,32,21.2,303.3,1006,72.3,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-05T01:00:00,2.6,-2.1,0.2,84.19,0,60,rain,0,0,31.3,20.5,306.7,1006,73.7,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-05T02:00:00,2.4,-2.3,0.1,84.78,0,60,rain,0,0,30.2,20.2,310,1007,75,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-05T03:00:00,2.1,-2.6,-0.2,84.74,0,36,snow,0,0,30.2,19.8,310,1007,74.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-05T04:00:00,1.7,-3.1,-0.5,85.31,0,36,,0,0,29.9,19.4,310,1008,74.3,20.3,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-05T05:00:00,1.4,-3.4,-0.8,85.28,0,36,snow,0,0,29.9,19.1,310,1008,74,18.7,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-05T06:00:00,1.2,-3.7,-1,85.26,0,36,,0,0,30.2,19.4,310,1009,74,24.1,1,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-05T07:00:00,1,-4,-1.1,85.86,0,36,,0,0,30.6,19.8,310,1009,74,21,1,0,0,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-05T08:00:00,0.8,-4.3,-1.3,85.84,0,36,snow,0,0,31,20.2,310,1010,74,8.3,2,0,0,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-05T09:00:00,1.6,-3.5,-1.5,79.87,0,51,snow,0,0,32.8,22,310,1010,74.7,12.3,64,0.2,1,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T10:00:00,2.4,-2.7,-1.6,74.88,0,51,snow,0,0,34.6,23.4,310,1011,75.3,18,127,0.5,1,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T11:00:00,3.2,-1.9,-1.8,69.72,0,51,snow,0,0,36.4,25.2,310,1011,76,7.9,189,0.7,2,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T12:00:00,3.9,-1,-1.9,65.88,0,51,snow,0,0,37.8,25.9,310,1011,74.7,3.6,231,0.8,2,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T13:00:00,4.7,-0.1,-1.9,62.29,0,51,snow,0,0,38.9,26.6,310,1011,73.3,8.6,274,1,3,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T14:00:00,5.4,0.8,-2,58.89,0.1,51,snow,0,0,40.3,27.4,310,1011,72,14,316,1.1,3,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T15:00:00,5.7,1,-2.2,56.83,0,47,snow,0,0,41.4,28.4,313.3,1011,69.7,11.3,345,1.2,3,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T16:00:00,6,1.4,-2.3,55.25,0,47,snow,0,0,42.8,29.2,316.7,1012,67.3,10.5,373,1.3,4,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T17:00:00,6.3,1.7,-2.5,53.33,0,47,snow,0,0,43.9,30.2,320,1012,65,20.4,402,1.4,4,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T18:00:00,5.7,1,-2.4,56,0,47,snow,0,0,42.5,28.8,316.7,1013,65.7,24.1,358,1.3,4,10,"Snow, Partially cloudy",rain,
pittsburgh,2024-04-05T19:00:00,5.1,0.3,-2.3,58.81,0,47,rain,0,0,41.4,27.7,313.3,1014,66.3,24.1,315,1.1,3,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-05T20:00:00,4.5,-0.3,-2.2,61.78,0,47,rain,0,0,40,26.3,310,1015,67,24.1,271,1,0,10,"Rain, Partially cloudy",rain,
pittsburgh,2024-04-05T21:00:00,3.9,-1,-2.1,64.91,0,18,,0,0,38.5,25.2,310,1016,61.7,24.1,181,0.7,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-05T22:00:00,3.4,-1.5,-2,67.74,0,18,,0,0,37.1,24.5,310,1016,56.3,24,90,0.3,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-05T23:00:00,2.8,-2.2,-1.9,71.19,0,18,,0,0,35.6,23.4,310,1016,51,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T00:00:00,2.4,-2.6,-1.8,73.79,0,18,,0,0,34.2,22.3,310,1017,53,23.5,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T01:00:00,2,-2.9,-1.8,75.92,0,18,,0,0,32.4,21.2,310,1017,55,21.4,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T02:00:00,1.6,-3.3,-1.7,78.7,0.1,18,snow,0,0,31,20.2,310,1017,57,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T03:00:00,1.5,-3.4,-1.5,80.44,0,6,,0,0,30.2,19.8,306.7,1018,58.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T04:00:00,1.5,-3.3,-1.4,81.03,0,6,,0,0,29.2,19.4,303.3,1018,59.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T05:00:00,1.4,-3.4,-1.2,82.82,0,6,,0,0,28.4,19.1,300,1019,61,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T06:00:00,1.5,-3.3,-1,83.44,0,6,,0,0,28.8,19.4,300,1019,60.3,23.8,1,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T07:00:00,1.6,-3.2,-0.8,84.07,0,6,,0,0,29.2,19.8,300,1020,59.7,23.5,1,0,0,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T08:00:00,1.7,-3.2,-0.6,84.7,1.4,6,"rain,snow",0,0,29.5,20.2,300,1020,59,23.2,2,0,0,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T09:00:00,2.9,-1.8,-0.2,80.06,0,6,,0,0,32,21.6,306.7,1020,62.3,16.7,43,0.2,0,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T10:00:00,4.1,-0.4,0.2,75.73,0,6,,0,0,34.2,22.7,313.3,1021,65.7,10.2,85,0.3,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T11:00:00,5.3,0.9,0.6,71.69,0,6,rain,0,0,36.7,24.1,320,1021,69,3.7,126,0.5,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T12:00:00,6.2,2.1,0.6,67.36,0,6,,0,0,37.8,24.5,320,1021,66.3,10.5,149,0.5,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T13:00:00,7,3,0.5,63.29,0,6,,0,0,38.5,25.2,320,1020,63.7,17.3,173,0.6,2,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T14:00:00,7.9,4.1,0.5,59.52,0,6,rain,0,0,39.6,25.6,320,1020,61,24.1,196,0.7,2,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T15:00:00,8.3,4.6,0.4,57.51,0,6,,0,0,39.2,25.9,320,1020,61,22.8,189,0.7,2,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T16:00:00,8.6,5,0.4,56.35,0,6,,0,0,38.9,26.3,320,1021,61,21.6,183,0.7,2,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T17:00:00,9,5.5,0.3,54.45,0,6,rain,0,0,38.5,26.6,320,1021,61,20.3,176,0.6,2,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T18:00:00,8.4,4.8,0.4,57.12,0,6,,0,0,36.7,25.2,323.3,1021,59.3,21.6,160,0.6,2,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T19:00:00,7.9,4.3,0.4,59.09,0,6,,0,0,35.3,23.4,326.7,1022,57.7,22.8,144,0.5,1,10,Partially cloudy,partly-cloudy-day,
pittsburgh,2024-04-06T20:00:00,7.3,3.7,0.5,62,1.7,6,rain,0,0,33.5,22,330,1022,56,24.1,128,0.5,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T21:00:00,6.6,3,0.6,65.53,0,1,,0,0,31.3,20.5,330,1022,53.3,24.1,85,0.3,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T22:00:00,5.8,2.1,0.8,70.25,0,1,,0,0,29.2,19.1,330,1023,50.7,24.1,43,0.2,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-06T23:00:00,5.1,1.4,0.9,74.28,0,1,,0,0,27,17.6,330,1023,48,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
pittsburgh,2024-04-07T00:00:00,4.5,0.9,0.7,76.35,0,1,,0,0,24.8,16.6,330,1023,43.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
